layer,bit_position,original_bit,flipped_bit,original_param,flipped_param,original_output,flipped_output,target_output
f7,1,1,0,-54,-56,0,0,0
f7,1,1,0,-5,-7,9,9,9
f6,7,1,0,-7,121,1,1,1
c1,1,0,1,44,46,7,7,7
c3,4,0,1,1,17,2,2,2
c1,4,0,1,44,60,9,9,9
c3,7,1,0,-37,91,1,1,1
c1,0,1,0,45,44,5,5,5
c3,5,0,1,-109,-77,1,1,1
f7,4,0,1,-19,-3,3,3,3
f7,3,1,0,-1,-9,2,2,2
f6,3,0,1,2,10,2,2,2
f5,4,0,1,-28,-12,3,3,3
c3,0,1,0,-87,-88,0,0,0
f5,1,0,1,-16,-14,6,6,6
c1,2,0,1,-22,-18,4,4,4
f6,5,1,0,-65,-97,3,3,3
f7,2,0,1,50,54,7,7,7
c1,0,0,1,-58,-57,6,6,6
f5,0,1,0,-111,-112,9,9,9
f5,3,0,1,5,13,0,0,0
f7,7,0,1,29,-99,4,4,4
f7,5,0,1,31,63,8,8,8
c3,3,0,1,-64,-56,1,1,1
f6,3,0,1,35,43,4,4,4
c3,5,0,1,-35,-3,0,0,0
c3,1,1,0,23,21,6,6,6
c1,2,1,0,37,33,1,1,1
c3,4,1,0,-11,-27,2,2,2
c3,6,1,0,-45,-109,6,6,6
f6,4,0,1,-82,-66,9,9,9
f6,0,1,0,9,8,2,2,2
f7,4,1,0,-33,-49,2,2,2
f7,7,0,1,6,-122,3,3,3
f6,5,1,0,-28,-60,5,5,5
f7,4,1,0,-76,-92,5,5,5
c3,0,1,0,-45,-46,1,1,1
f5,4,0,1,10,26,0,0,0
f6,6,1,0,-22,-86,7,7,7
f7,0,0,1,8,9,7,7,7
f7,7,0,1,11,-117,9,9,9
f5,4,0,1,-29,-13,6,6,6
c1,4,0,1,-24,-8,2,2,2
c1,5,1,0,-4,-36,9,9,9
f5,6,0,1,26,90,4,4,4
f5,0,0,1,-2,-1,7,7,7
c3,7,1,0,-65,63,0,0,0
f6,3,0,1,-62,-54,2,2,2
f6,4,1,0,-35,-51,3,3,3
c1,3,0,1,49,57,4,4,4
f7,6,0,1,1,65,0,0,0
f7,6,0,1,17,81,0,0,0
c1,1,0,1,20,22,8,8,8
f5,4,1,0,-6,-22,8,8,8
f6,7,1,0,-13,115,8,8,8
c3,4,1,0,-1,-17,5,5,5
f7,7,1,0,-5,123,1,1,1
c3,2,1,0,-82,-86,3,3,3
f6,0,0,1,-26,-25,7,7,7
c1,3,1,0,-36,-44,4,4,4
f6,4,1,0,-35,-51,9,9,9
f5,7,0,1,23,-105,8,8,8
c3,6,0,1,29,93,8,8,8
c3,1,0,1,-11,-9,9,9,9
f7,3,0,1,-57,-49,0,0,0
c3,7,0,1,59,-69,9,9,9
f7,7,1,0,-33,95,8,8,8
c3,7,1,0,-19,109,9,9,9
c3,4,0,1,13,29,0,0,0
f6,6,0,1,41,105,2,2,2
f6,5,0,1,30,62,6,6,6
c1,1,1,0,106,104,5,5,5
c3,2,1,0,7,3,6,6,6
f5,6,1,0,-15,-79,7,7,7
f7,7,1,0,-31,97,4,4,4
f6,5,0,1,8,40,7,7,7
c1,7,1,0,-87,41,5,5,5
c1,0,1,0,1,0,4,4,4
f5,4,0,1,8,24,1,1,1
f5,4,1,0,-1,-17,3,3,3
c3,6,1,0,-57,-121,5,5,5
c1,6,1,0,-14,-78,3,3,3
f6,7,1,0,-12,116,1,1,1
f6,6,1,0,-1,-65,2,2,2
f7,1,1,0,-38,-40,3,3,3
f7,0,0,1,2,3,4,4,4
f5,2,0,1,-40,-36,5,5,5
c3,7,1,0,-123,5,6,6,6
f7,0,1,0,39,38,1,1,1
c1,7,1,0,-17,111,2,2,2
f7,4,1,0,-46,-62,3,3,3
c3,0,1,0,19,18,4,4,4
f5,2,0,1,-101,-97,6,6,6
c3,0,1,0,-45,-46,0,0,0
c3,2,0,1,-24,-20,1,1,1
c3,4,1,0,17,1,2,2,2
f6,7,1,0,-35,93,4,4,4
c1,6,0,1,29,93,5,5,5
c3,4,0,1,-22,-6,6,6,6
c3,0,0,1,-50,-49,7,7,7
f5,3,1,0,10,2,8,8,8
c1,4,1,0,-37,-53,1,1,1
f6,1,1,0,11,9,7,7,7
f5,4,0,1,-49,-33,2,2,2
c1,6,0,1,60,124,4,4,4
f5,0,0,1,26,27,1,1,1
c1,1,0,1,-28,-26,4,4,4
f7,4,1,0,-42,-58,1,1,1
f6,2,0,1,-7,-3,4,4,4
c1,3,1,0,45,37,9,9,9
f7,0,1,0,11,10,6,6,6
f6,3,0,1,-121,-113,8,8,8
c3,2,1,0,13,9,4,4,4
f7,0,0,1,-40,-39,5,5,5
f7,6,1,0,-31,-95,3,3,3
c3,2,0,1,-47,-43,7,7,7
f7,6,0,1,6,70,8,8,8
f6,7,0,1,4,-124,8,8,4
c1,6,0,1,36,100,3,3,3
c1,5,1,0,-14,-46,3,3,3
f7,0,0,1,-128,-127,5,5,5
c1,4,0,1,-53,-37,6,6,6
c3,3,0,1,-95,-87,7,7,7
c3,0,1,0,-3,-4,0,0,0
f6,5,0,1,6,38,6,6,6
f6,3,1,0,-7,-15,1,1,1
f7,4,0,1,-29,-13,6,6,6
f7,0,0,1,-18,-17,8,8,8
c3,6,1,0,-26,-90,7,7,7
c3,1,0,1,-4,-2,0,0,0
f5,6,1,0,-11,-75,1,1,1
f7,5,1,0,-11,-43,5,5,5
f7,1,0,1,-4,-2,0,0,0
f7,7,1,0,-8,120,8,8,8
f7,5,0,1,-42,-10,5,5,5
f5,4,0,1,10,26,0,0,0
f5,0,1,0,-25,-26,1,1,1
f7,5,1,0,-11,-43,5,5,5
f6,4,0,1,-53,-37,8,8,8
c1,7,1,0,-47,81,4,4,4
c1,3,1,0,26,18,2,2,2
c3,1,0,1,52,54,3,3,3
f5,5,1,0,-15,-47,9,9,9
c1,6,1,0,-39,-103,7,7,7
c1,7,0,1,5,-123,6,6,6
c3,5,0,1,-33,-1,9,9,9
f5,7,1,0,-28,100,1,1,1
f7,7,0,1,12,-116,9,9,9
f6,6,1,0,-3,-67,0,0,0
c1,0,0,1,-2,-1,6,6,6
c3,1,1,0,-121,-123,7,7,7
f7,6,1,0,-52,-116,1,1,1
f5,6,1,0,-12,-76,2,2,2
c3,2,0,1,16,20,3,3,3
f6,6,0,1,13,77,9,9,9
c3,1,0,1,-11,-9,2,2,2
c1,6,1,0,-36,-100,4,4,4
c3,4,0,1,-83,-67,5,5,5
f6,7,0,1,7,-121,5,5,5
f6,6,1,0,-24,-88,3,3,3
f6,2,1,0,87,83,7,7,7
c3,2,1,0,52,48,5,5,5
c3,1,0,1,-19,-17,3,3,3
f5,7,0,1,10,-118,1,1,1
f7,6,1,0,-37,-101,8,8,8
f6,3,0,1,-9,-1,2,2,2
c1,3,1,0,-20,-28,2,2,2
c3,3,1,0,-117,-125,3,3,3
c1,4,1,0,-8,-24,0,0,0
c1,5,1,0,-28,-60,2,2,2
f7,5,0,1,1,33,9,9,9
f6,6,1,0,-8,-72,4,4,4
f5,1,0,1,-28,-26,9,9,9
f7,3,1,0,28,20,7,7,7
f7,7,1,0,-6,122,0,0,0
f5,2,1,0,-33,-37,2,2,2
f7,1,1,0,-18,-20,7,7,7
c1,1,0,1,-128,-126,4,4,4
f5,3,0,1,1,9,9,9,9
c1,0,1,0,51,50,9,9,9
f5,2,1,0,-67,-71,2,2,2
f7,3,0,1,16,24,5,5,5
c1,4,1,0,-8,-24,9,9,9
f5,6,0,1,12,76,8,8,8
f7,1,1,0,-1,-3,3,3,3
f6,1,1,0,6,4,8,8,8
c3,5,1,0,35,3,6,6,6
c1,2,0,1,34,38,7,7,7
c3,2,1,0,-44,-48,0,0,0
c1,6,1,0,-4,-68,0,0,0
f7,2,0,1,35,39,1,1,1
c1,3,0,1,-128,-120,2,2,2
f5,3,0,1,32,40,3,3,3
c1,5,1,0,-32,-64,4,4,4
f6,3,1,0,-1,-9,5,5,5
c1,3,1,0,-35,-43,6,6,6
c1,7,0,1,63,-65,7,7,7
c3,2,0,1,-120,-116,8,8,8
f7,6,1,0,-4,-68,9,9,9
c1,7,1,0,-52,76,0,0,0
f7,1,0,1,-3,-1,1,1,1
f5,6,1,0,-15,-79,2,2,2
f5,6,0,1,2,66,3,3,3
f6,3,0,1,-57,-49,4,4,4
f7,4,0,1,-31,-15,5,5,5
f6,7,0,1,7,-121,6,6,6
f7,1,0,1,-4,-2,7,7,7
c1,7,0,1,33,-95,8,8,8
c3,3,0,1,7,15,9,9,9
c3,5,1,0,-21,-53,0,0,0
f7,4,0,1,-20,-4,1,1,1
c1,7,1,0,-2,126,2,2,2
f7,7,0,1,5,-123,3,3,3
f7,1,1,0,-110,-112,4,4,4
f6,1,0,1,-80,-78,5,5,5
c3,3,0,1,-28,-20,6,6,6
f5,0,1,0,-49,-50,7,7,7
f7,2,1,0,54,50,8,8,8
c3,4,1,0,-71,-87,9,9,9
f5,7,1,0,-9,119,0,0,0
c3,0,1,0,-15,-16,0,0,0
f6,1,1,0,30,28,7,7,7
c3,6,1,0,-41,-105,2,2,2
f6,5,1,0,-77,-109,6,6,6
f7,1,0,1,-8,-6,5,5,5
f5,0,1,0,-65,-66,5,5,5
f7,6,1,0,-35,-99,3,3,3
f7,2,0,1,0,4,7,7,7
c1,7,1,0,-87,41,8,8,8
f7,0,1,0,-3,-4,6,6,6
c1,5,0,1,85,117,6,6,6
c1,5,1,0,-20,-52,6,6,6
c3,2,0,1,24,28,6,6,6
f7,5,0,1,8,40,4,4,4
c1,3,0,1,-28,-20,3,3,3
f7,2,0,1,-7,-3,8,8,8
f5,4,0,1,-63,-47,8,8,8
c1,0,0,1,-92,-91,3,3,3
c3,3,0,1,-26,-18,0,0,0
c3,2,0,1,-69,-65,1,1,1
f7,5,1,0,-30,-62,9,9,9
c1,7,0,1,26,-102,0,0,0
f6,6,1,0,-34,-98,5,5,5
f5,1,0,1,-28,-26,4,4,4
c3,7,1,0,-18,110,1,1,1
c1,1,0,1,-88,-86,9,9,9
f5,2,1,0,-11,-15,1,1,1
c3,6,1,0,-43,-107,2,2,2
c1,7,0,1,26,-102,7,7,7
f7,2,1,0,-4,-8,0,0,0
f5,1,1,0,-2,-4,1,1,1
f6,2,0,1,9,13,3,3,3
f7,4,0,1,-21,-5,8,8,8
c3,0,1,0,-57,-58,2,2,2
f5,1,0,1,-4,-2,9,9,9
f7,3,1,0,-56,-64,2,2,2
c1,2,0,1,-127,-123,7,7,7
c3,1,0,1,-52,-50,4,4,4
f5,0,1,0,37,36,2,2,2
c3,5,1,0,-4,-36,6,6,6
c3,2,1,0,-68,-72,5,5,5
f5,4,0,1,-63,-47,5,5,5
c1,6,1,0,-31,-95,9,9,9
f7,1,1,0,2,0,9,9,9
f6,0,0,1,4,5,1,1,1
c3,5,0,1,8,40,1,1,1
f7,5,1,0,33,1,5,5,5
f6,1,1,0,-5,-7,7,7,7
c1,5,1,0,-14,-46,6,6,6
c3,7,0,1,74,-54,8,8,8
f6,3,0,1,-90,-82,2,2,2
c1,0,0,1,-66,-65,9,9,9
c3,1,1,0,-81,-83,4,4,4
c1,0,0,1,38,39,3,3,3
c1,3,1,0,-1,-9,1,1,1
f7,3,0,1,-59,-51,9,9,9
c1,3,1,0,-2,-10,0,0,0
f6,7,0,1,7,-121,9,9,9
f6,5,0,1,7,39,3,3,3
f7,0,0,1,-8,-7,6,6,6
c1,4,0,1,33,49,8,8,8
f5,5,1,0,-16,-48,7,7,7
f7,7,0,1,7,-121,0,0,0
c3,4,1,0,-1,-17,1,1,1
f7,1,1,0,-17,-19,0,0,0
c1,4,1,0,-97,-113,5,5,5
c3,5,0,1,-36,-4,8,8,8
f5,5,1,0,38,6,2,2,2
c1,2,1,0,47,43,7,7,7
f6,0,0,1,8,9,7,7,7
f5,4,1,0,-6,-22,0,0,0
c1,1,0,1,52,54,1,1,1
c1,7,0,1,8,-120,2,2,2
f6,3,1,0,-6,-14,3,3,3
c1,1,1,0,94,92,4,4,4
c1,5,0,1,87,119,5,5,5
f7,2,1,0,14,10,6,6,6
f6,5,0,1,67,99,7,7,7
c1,5,1,0,-18,-50,8,8,8
c1,3,1,0,-4,-12,9,9,9
f5,2,1,0,-12,-16,0,0,0
f6,4,0,1,-27,-11,1,1,1
f7,7,1,0,-63,65,2,2,2
f5,4,0,1,-54,-38,3,3,3
f6,7,0,1,1,-127,4,4,4
f7,5,1,0,-16,-48,5,5,5
f6,2,0,1,11,15,8,8,8
c3,5,1,0,-90,-122,9,9,9
c1,1,1,0,-49,-51,0,0,0
f6,2,0,1,-5,-1,1,1,1
f6,7,0,1,25,-103,2,2,2
f6,7,0,1,11,-117,3,3,3
f6,7,0,1,27,-101,4,4,4
c3,6,1,0,-30,-94,5,5,5
f5,5,1,0,-3,-35,6,6,6
c3,3,1,0,-68,-76,7,7,7
f7,3,1,0,13,5,8,8,8
c1,2,1,0,-17,-21,9,9,9
f7,1,0,1,-60,-58,2,2,2
f7,2,0,1,17,21,1,1,1
f5,7,1,0,-92,36,2,2,2
f7,6,0,1,18,82,1,1,1
c1,3,1,0,-87,-95,3,3,3
f6,2,0,1,3,7,9,9,9
f6,6,0,1,10,74,9,9,9
f6,1,1,0,6,4,8,8,8
f6,0,1,0,-11,-12,5,5,5
f5,0,1,0,-13,-14,3,3,3
f6,7,1,0,-65,63,7,7,7
c1,3,0,1,-12,-4,0,0,0
c3,7,1,0,-25,103,7,7,7
c1,5,0,1,5,37,7,7,7
f5,1,1,0,38,36,5,5,5
c1,7,1,0,-47,81,7,7,7
f5,0,0,1,-32,-31,9,9,9
f6,4,0,1,-51,-35,9,9,9
f5,0,0,1,-22,-21,4,4,4
f7,7,1,0,-21,107,7,7,7
f7,2,1,0,5,1,0,0,0
c1,4,1,0,-4,-20,3,3,3
f5,2,1,0,-57,-61,4,4,4
f7,1,0,1,8,10,1,1,1
c3,0,0,1,-26,-25,5,5,5
f7,5,1,0,-16,-48,8,8,8
c1,3,1,0,110,102,1,1,1
c1,1,1,0,27,25,4,4,4
c1,2,0,1,-128,-124,8,8,8
c1,2,0,1,49,53,4,4,4
f5,6,0,1,-91,-27,1,1,1
f5,0,1,0,-15,-16,8,8,8
f5,2,1,0,-76,-80,6,6,6
c1,0,0,1,-20,-19,6,6,6
f5,6,0,1,-94,-30,4,4,4
f7,2,1,0,-25,-29,6,6,6
c1,4,1,0,26,10,0,0,0
f5,2,0,1,-7,-3,5,5,5
f7,0,1,0,25,24,5,5,5
f6,5,0,1,-39,-7,3,3,3
f7,4,1,0,19,3,3,3,3
c1,4,0,1,5,21,5,5,5
c1,6,1,0,-57,-121,7,7,7
f5,5,0,1,-42,-10,2,2,2
f5,4,0,1,8,24,5,5,5
c1,7,1,0,-9,119,9,9,9
f5,2,0,1,-5,-1,6,6,6
c1,1,1,0,-58,-60,9,9,9
c1,4,1,0,-34,-50,2,2,2
c3,7,1,0,-74,54,6,6,6
c1,1,0,1,5,7,2,2,2
f5,6,1,0,-25,-89,1,1,1
f5,6,0,1,26,90,2,2,2
c1,7,0,1,49,-79,0,0,0
f6,4,1,0,-41,-57,8,8,8
c1,7,1,0,-20,108,3,3,3
c1,3,1,0,12,4,8,8,8
f6,5,0,1,4,36,3,3,3
f5,0,0,1,-34,-33,0,0,0
f5,5,0,1,-40,-8,8,8,8
c1,3,0,1,32,40,7,7,7
f6,2,1,0,-49,-53,4,4,4
f5,3,1,0,-6,-14,9,9,9
f6,6,1,0,-20,-84,5,5,5
c1,0,1,0,7,6,0,0,0
f6,0,1,0,7,6,9,9,9
f6,0,0,1,-6,-5,7,7,7
f7,1,1,0,11,9,0,0,0
c3,0,1,0,-21,-22,0,0,0
c1,5,1,0,121,89,4,4,4
f6,5,0,1,-35,-3,6,6,6
f5,4,0,1,-24,-8,0,0,0
f7,3,1,0,-5,-13,9,9,9
c3,4,1,0,-36,-52,1,1,1
c1,3,0,1,-47,-39,6,6,6
f6,1,0,1,1,3,2,2,2
c3,4,0,1,32,48,7,7,7
f6,6,0,1,7,71,6,6,6
c1,1,0,1,20,22,8,8,8
f7,7,0,1,13,-115,3,3,3
f6,7,1,0,-8,120,5,5,5
c1,2,1,0,54,50,2,2,2
c3,2,0,1,11,15,1,1,1
f5,1,0,1,-3,-1,8,8,8
c3,0,0,1,-38,-37,3,3,3
c1,6,1,0,-32,-96,8,8,8
c3,4,0,1,-22,-6,6,6,6
f6,3,1,0,-20,-28,1,1,1
f5,2,1,0,103,99,0,0,0
c1,7,1,0,-128,0,2,2,2
c3,2,0,1,3,7,1,1,1
c3,6,1,0,-6,-70,4,4,4
c1,5,1,0,-7,-39,0,0,0
c1,6,1,0,-60,-124,1,1,1
f5,3,1,0,-36,-44,2,2,2
f6,0,0,1,-74,-73,3,3,3
c3,0,0,1,-40,-39,4,4,4
f5,0,1,0,45,44,5,5,5
f6,5,0,1,-97,-65,6,6,6
f6,6,0,1,3,67,7,7,7
f5,7,1,0,-104,24,8,8,8
f7,4,0,1,8,24,7,7,9
f6,4,0,1,6,22,0,0,0
c1,4,0,1,32,48,1,1,1
c3,3,1,0,-98,-106,2,2,2
c1,6,0,1,51,115,3,3,3
f6,5,1,0,127,95,4,4,4
f7,4,0,1,9,25,5,5,5
f5,3,1,0,-113,-121,6,6,6
f6,7,0,1,4,-124,7,7,7
f5,0,1,0,29,28,8,8,8
c1,3,1,0,-7,-15,9,9,9
c1,3,0,1,-45,-37,0,0,0
f6,4,1,0,-70,-86,1,1,1
f5,5,0,1,-111,-79,2,2,2
f6,5,1,0,-15,-47,3,3,3
c3,2,0,1,-13,-9,4,4,4
f5,6,1,0,-41,-105,5,5,5
f6,7,1,0,-7,121,6,6,6
f5,3,1,0,-1,-9,7,7,7
c1,6,1,0,-40,-104,8,8,8
f7,7,1,0,-26,102,9,9,9
f5,2,1,0,-34,-38,7,7,7
c1,5,1,0,-87,-119,6,6,6
c3,4,1,0,-80,-96,4,4,4
c3,5,1,0,-19,-51,7,7,7
f7,0,0,1,-2,-1,6,6,6
f5,1,0,1,-24,-22,2,2,2
c3,5,0,1,5,37,3,3,3
f5,4,1,0,-7,-23,4,4,4
c1,5,1,0,-66,-98,8,8,8
f7,6,1,0,-3,-67,7,7,7
f6,5,1,0,-27,-59,8,8,8
f6,1,0,1,8,10,6,6,6
f6,0,0,1,52,53,9,9,9
c1,0,1,0,-127,-128,8,8,8
f6,4,1,0,-34,-50,3,3,3
c3,7,1,0,-37,91,2,2,2
f5,4,1,0,-4,-20,2,2,2
f7,7,1,0,-48,80,8,8,8
c1,0,1,0,63,62,4,4,4
f5,4,1,0,-36,-52,8,8,8
c1,4,1,0,87,71,5,5,5
f6,0,1,0,-75,-76,6,6,6
f5,1,1,0,-94,-96,5,5,5
f7,2,0,1,-16,-12,0,0,0
c3,3,0,1,-14,-6,2,2,2
c1,4,0,1,41,57,0,0,0
c1,0,0,1,-36,-35,1,1,1
f7,7,0,1,17,-111,1,1,1
c1,3,1,0,-87,-95,2,2,2
c3,6,1,0,-42,-106,9,9,9
c3,4,1,0,-35,-51,6,6,6
f5,5,0,1,-53,-21,8,8,8
c3,1,0,1,-7,-5,2,2,2
f7,1,1,0,-13,-15,1,1,1
f7,5,1,0,35,3,0,0,0
f5,6,1,0,-35,-99,6,6,6
c1,6,1,0,-64,-128,5,5,5
f5,6,1,0,-30,-94,2,2,2
c3,5,0,1,-40,-8,9,9,9
f5,1,0,1,-3,-1,7,7,7
c1,7,0,1,12,-116,5,5,5
f5,6,0,1,-79,-15,3,3,3
f6,6,1,0,-25,-89,9,9,9
f7,7,0,1,13,-115,3,3,3
c1,2,1,0,-28,-32,7,7,7
c1,4,1,0,-12,-28,1,1,1
c3,0,1,0,-23,-24,8,8,8
f6,6,1,0,-16,-80,3,3,3
f7,7,0,1,17,-111,8,8,8
f6,0,0,1,-6,-5,1,1,1
f6,6,0,1,15,79,9,9,9
c3,0,0,1,-82,-81,5,5,5
f5,7,1,0,-118,10,5,5,5
c1,6,1,0,-27,-91,0,0,0
f7,0,0,1,-18,-17,1,1,1
f5,7,0,1,19,-109,1,1,1
c3,4,1,0,-98,-114,9,9,9
f7,0,0,1,-8,-7,8,8,8
c1,6,0,1,3,67,2,2,2
c3,0,0,1,-98,-97,6,6,6
f6,5,1,0,-32,-64,0,0,0
c1,5,1,0,-32,-64,4,4,4
f7,5,1,0,-15,-47,5,5,5
f5,1,1,0,-21,-23,0,0,0
f6,0,1,0,53,52,3,3,3
c3,3,0,1,-93,-85,1,1,1
c1,5,1,0,-20,-52,8,8,8
c3,0,0,1,-4,-3,6,6,6
c1,0,0,1,-52,-51,7,7,7
f7,3,0,1,-15,-7,5,5,5
f5,1,0,1,-43,-41,9,9,9
f5,2,1,0,-84,-88,9,9,9
f5,6,1,0,-35,-99,3,3,3
f5,0,0,1,-18,-17,0,0,0
c1,1,1,0,51,49,3,3,3
f7,2,1,0,29,25,1,1,1
c3,3,0,1,-64,-56,4,4,4
f7,1,1,0,-1,-3,4,4,4
f5,0,0,1,4,5,0,0,0
c1,7,1,0,-127,1,4,4,4
f6,5,1,0,-21,-53,9,9,9
c3,5,1,0,33,1,0,0,0
c1,0,1,0,13,12,1,1,1
f6,1,0,1,-12,-10,2,2,2
c1,2,1,0,29,25,3,3,3
f6,2,0,1,18,22,8,8,5
f7,0,0,1,30,31,6,6,6
f5,3,1,0,-82,-90,7,7,7
c1,0,1,0,85,84,8,8,8
f6,1,0,1,-3,-1,0,0,0
f7,6,0,1,-120,-56,1,1,1
f6,3,0,1,-13,-5,2,2,2
c1,6,0,1,-97,-33,3,3,3
c1,5,0,1,3,35,5,5,5
f6,4,0,1,6,22,6,6,6
c3,3,0,1,16,24,7,7,7
c3,2,0,1,-21,-17,8,8,8
f7,4,0,1,40,56,9,9,9
f5,0,0,1,28,29,0,0,0
c3,5,1,0,-20,-52,8,8,1
f5,7,1,0,-38,90,2,2,2
c3,7,1,0,-50,78,3,3,3
f6,7,0,1,27,-101,5,5,5
c1,7,1,0,-11,117,6,6,6
f5,4,1,0,-37,-53,7,7,7
c1,3,0,1,97,105,8,8,8
c1,1,0,1,-52,-50,9,9,9
c3,2,0,1,17,21,9,9,9
f6,4,0,1,-21,-5,7,7,7
f7,1,0,1,-31,-29,0,0,0
f6,0,1,0,-49,-50,9,9,9
f7,1,0,1,-28,-26,0,0,0
f5,0,1,0,9,8,1,1,1
f5,0,1,0,-89,-90,5,5,5
c3,7,0,1,5,-123,8,8,8
c3,5,1,0,-15,-47,8,8,8
f6,5,0,1,10,42,0,0,0
c1,3,1,0,29,21,9,9,9
f5,6,0,1,4,68,3,3,3
c1,3,0,1,-30,-22,2,2,2
f7,7,1,0,-16,112,7,7,7
f7,1,1,0,-66,-68,8,8,8
c3,7,1,0,-3,125,4,4,4
f5,6,1,0,-61,-125,6,6,6
c1,3,1,0,-34,-42,1,1,1
c3,5,0,1,-37,-5,0,0,0
f5,2,1,0,6,2,4,4,4
f5,2,1,0,-1,-5,9,9,9
c1,4,0,1,-31,-15,4,4,4
f7,1,0,1,9,11,2,2,2
c1,0,1,0,-9,-10,0,0,0
f6,7,0,1,47,-81,5,5,5
f7,4,1,0,-43,-59,0,0,0
f5,2,0,1,-101,-97,1,1,1
c3,2,1,0,21,17,6,6,6
c1,1,1,0,-22,-24,9,9,9
f6,3,1,0,41,33,3,3,3
f7,5,0,1,30,62,2,2,2
f7,1,1,0,2,0,9,9,9
f7,1,0,1,13,15,1,1,1
c1,2,1,0,-12,-16,6,6,6
f7,1,1,0,-34,-36,0,0,0
f5,0,0,1,68,69,1,1,1
c3,1,1,0,-58,-60,1,1,1
f7,5,1,0,-15,-47,8,8,8
f6,2,0,1,-64,-60,7,7,7
f5,7,1,0,-5,123,7,7,7
c1,5,1,0,121,89,6,6,6
f6,4,1,0,-2,-18,2,2,3
f5,3,1,0,46,38,6,6,6
f6,5,1,0,-20,-52,0,0,0
c1,1,1,0,-102,-104,7,7,7
f7,2,0,1,1,5,2,2,2
f5,0,1,0,15,14,4,4,4
f5,1,0,1,-7,-5,1,1,1
f7,0,1,0,1,0,7,7,7
c3,0,0,1,18,19,0,0,0
f7,2,1,0,-9,-13,6,6,6
f7,3,1,0,-1,-9,7,7,7
f7,2,0,1,-6,-2,1,1,1
f6,7,1,0,-18,110,2,2,2
f7,5,0,1,-37,-5,5,5,5
f7,3,1,0,-21,-29,8,8,8
f5,4,0,1,-29,-13,1,1,1
c3,1,0,1,-116,-114,8,8,8
f5,0,0,1,-74,-73,2,2,2
f7,3,0,1,6,14,8,8,8
f6,2,1,0,-3,-7,7,7,7
c3,4,0,1,4,20,6,6,6
f7,3,1,0,44,36,8,8,8
f5,0,0,1,-48,-47,7,7,7
c3,1,1,0,-18,-20,1,1,1
c1,3,1,0,47,39,6,6,6
c3,4,1,0,-108,-124,2,2,2
f6,1,0,1,-23,-21,9,9,9
f6,4,0,1,1,17,3,3,3
c3,6,0,1,-71,-7,0,0,0
f5,7,0,1,11,-117,1,1,1
c3,3,0,1,-42,-34,2,2,2
c3,4,0,1,-64,-48,3,3,3
c3,6,0,1,17,81,4,4,4
c3,0,0,1,-92,-91,5,5,5
c3,0,0,1,12,13,6,6,6
c1,2,1,0,-51,-55,7,7,7
c3,2,0,1,-40,-36,8,8,8
c1,2,1,0,38,34,9,9,9
f7,6,1,0,-21,-85,0,0,0
f6,5,1,0,-67,-99,1,1,1
c1,1,0,1,-32,-30,2,2,2
c3,0,0,1,-10,-9,3,3,3
c3,6,1,0,-25,-89,4,4,4
c1,2,1,0,29,25,5,5,5
f7,2,0,1,-24,-20,6,6,6
f7,4,0,1,-53,-37,7,7,7
c3,3,0,1,-27,-19,8,8,8
f7,2,1,0,-27,-31,9,9,9
f7,3,1,0,-2,-10,0,0,0
f5,0,1,0,-77,-78,1,1,1
c1,4,1,0,-1,-17,2,2,2
c1,6,1,0,-2,-66,3,3,3
c1,4,1,0,29,13,4,4,4
c3,5,0,1,-49,-17,5,5,5
f5,4,1,0,-107,-123,6,6,6
f7,1,1,0,-10,-12,7,7,7
f5,0,1,0,-73,-74,8,8,8
f7,5,0,1,-35,-3,9,9,9
f6,7,0,1,3,-125,8,8,8
c3,0,1,0,-57,-58,9,9,9
c3,5,1,0,50,18,5,5,5
f5,6,0,1,0,64,7,7,7
f5,0,0,1,-14,-13,0,0,0
f6,3,0,1,3,11,3,3,3
f5,1,0,1,-87,-85,1,1,1
f5,7,1,0,-6,122,6,6,6
c3,1,1,0,-1,-3,8,8,8
c3,3,1,0,-23,-31,4,4,4
f6,0,0,1,-4,-3,1,1,1
c1,2,0,1,26,30,5,5,5
c3,4,1,0,18,2,6,6,6
f7,4,0,1,-57,-41,4,4,4
f5,7,1,0,-9,119,2,2,2
c1,6,0,1,29,93,7,7,7
f6,6,1,0,-11,-75,8,8,8
f6,7,1,0,-19,109,1,1,1
c3,3,0,1,-27,-19,3,3,3
c3,3,0,1,-42,-34,4,4,4
f7,2,1,0,-42,-46,3,3,3
f6,3,0,1,21,29,4,4,4
f7,6,0,1,15,79,7,7,7
f6,0,1,0,-27,-28,2,2,2
f6,1,0,1,17,19,0,0,0
f6,3,0,1,17,25,5,5,5
f7,0,1,0,19,18,0,0,0
c1,1,1,0,-97,-99,1,1,1
c3,6,1,0,-21,-85,8,8,9
f6,4,1,0,-34,-50,2,2,2
f6,5,1,0,-24,-56,3,3,3
c3,0,0,1,-44,-43,2,2,2
c1,2,1,0,6,2,3,3,3
f5,5,0,1,-59,-27,5,5,5
f6,1,0,1,17,19,5,5,5
f7,6,0,1,27,91,7,7,7
f7,0,0,1,-54,-53,8,8,8
f7,1,0,1,-36,-34,4,4,4
f7,3,1,0,-6,-14,9,9,9
f5,3,1,0,-55,-63,9,9,9
c3,0,1,0,21,20,7,7,7
